"","life_satisfaction","household_size","house_owned","live_with_partner","no_child","house"
"8838",10,2,1,0,1,1
"8839",8,3,1,1,1,1
"8840",9,2,1,0,1,1
"8841",7,1,0,0,1,0
"8842",9,2,1,0,1,0
"8843",9,2,1,0,1,1
"8844",10,2,1,0,1,1
"8845",9,2,0,1,1,0
"8846",8,3,0,0,1,1
"8847",8,2,0,0,1,0
"8848",2,1,1,0,1,1
"8849",7,2,1,0,1,0
"8850",7,2,1,1,1,1
"8851",4,3,1,0,0,0
"8852",9,5,1,0,0,1
"8853",9,1,1,0,1,1
"8854",9,4,1,0,0,1
"8855",8,2,1,0,1,1
"8856",9,2,1,0,1,1
"8857",9,1,1,0,1,1
"8858",8,2,1,0,1,1
"8859",4,2,1,0,1,1
"8860",10,2,1,0,1,1
"8861",10,2,1,0,1,0
"8862",10,2,1,0,1,0
"8863",9,1,1,0,1,1
"8864",10,2,1,0,1,0
"8865",8,1,0,0,1,0
"8866",9,2,1,0,1,1
"8867",8,2,1,0,1,1
"8868",8,1,1,0,1,1
"8869",5,4,1,0,0,1
"8870",6,2,1,0,1,1
"8871",8,2,1,0,1,1
"8872",10,2,1,0,1,1
"8873",10,5,0,0,0,0
"8874",8,3,1,0,0,1
"8875",8,4,1,0,0,1
"8876",8,6,0,0,0,0
"8877",5,1,0,0,1,0
"8878",7,2,0,0,1,0
"8879",7,2,1,0,1,1
"8880",8,1,1,0,1,1
"8881",6,2,0,0,1,0
"8882",9,4,1,0,1,1
"8883",9,2,1,0,1,0
"8884",10,3,1,1,0,1
"8885",7,1,0,0,1,0
"8886",7,1,0,0,1,0
"8887",8,3,1,0,0,1
"8888",9,1,0,0,1,0
"8889",7,1,0,0,1,0
"8890",8,2,1,0,1,1
"8891",10,5,1,0,0,1
"8892",8,4,1,1,0,1
"8893",8,2,1,1,1,1
"8894",8,2,1,0,1,1
"8895",10,1,1,0,1,1
"8896",9,4,1,0,0,1
"8897",10,2,0,0,1,0
"8898",7,2,0,0,1,0
"8899",8,5,1,0,1,1
"8900",7,4,1,0,0,1
"8901",10,3,1,0,1,1
"8902",5,1,0,0,1,0
"8903",8,5,1,1,0,1
"8904",8,1,0,0,1,0
"8905",10,1,0,0,1,1
"8906",10,2,1,1,1,1
"8907",7,1,0,0,1,1
"8908",7,1,0,0,1,0
"8909",10,1,1,0,1,1
"8910",10,2,0,0,1,0
"8911",8,1,0,0,1,0
"8912",7,3,1,0,1,1
"8913",9,1,0,0,1,0
"8914",5,4,1,1,0,1
"8915",9,3,1,0,0,1
"8916",9,2,1,0,1,1
"8917",9,1,1,0,1,0
"8918",7,3,1,0,1,0
"8919",7,1,0,0,1,0
"8920",7,1,1,0,1,1
"8921",8,2,1,0,1,0
"8922",8,2,1,0,1,0
"8923",10,1,1,0,1,1
"8924",8,2,1,0,1,1
"8925",8,2,1,0,1,1
"8926",10,2,0,0,1,0
"8927",10,2,1,0,1,0
"8928",6,2,1,0,1,1
"8929",7,1,1,0,1,1
"8930",8,2,1,0,1,1
"8931",8,1,1,0,1,1
"8932",9,2,0,1,1,0
"8933",10,2,1,0,1,1
"8934",8,2,1,0,1,1
"8935",7,2,1,0,1,1
"8936",9,1,1,0,1,1
"8937",7,4,1,0,0,0
"8938",7,1,0,0,1,0
"8939",6,1,1,0,1,0
"8940",8,2,1,0,1,1
"8941",8,1,0,0,1,0
"8942",10,4,1,0,1,1
"8943",10,3,1,0,0,1
"8944",6,1,1,0,1,0
"8945",8,2,1,0,1,0
"8946",8,3,0,0,0,0
"8947",6,1,1,0,1,1
"8948",6,2,1,0,1,1
"8949",8,1,1,0,1,1
"8950",8,1,1,0,1,1
"8951",8,5,1,0,0,1
"8952",10,5,1,0,0,1
"8953",10,1,1,0,1,0
"8954",10,1,0,0,1,0
"8955",8,1,0,0,1,0
"8956",6,1,1,0,1,1
"8957",8,3,1,0,0,1
"8958",9,1,1,0,1,1
"8959",8,1,1,0,1,1
"8960",8,3,1,0,1,1
"8961",10,1,0,0,1,0
"8962",10,2,1,0,1,1
"8963",8,3,0,0,1,0
"8964",8,2,0,0,1,0
"8965",10,2,1,0,1,1
"8966",5,2,1,0,1,1
"8967",8,2,1,0,1,1
"8968",8,2,1,0,1,1
"8969",8,2,1,0,1,1
"8970",10,2,1,0,1,1
"8971",5,1,0,0,1,NA
"8972",8,3,1,0,1,1
"8973",10,2,1,0,1,0
"8974",10,1,1,0,1,1
"8975",3,1,1,0,1,1
"8976",10,4,1,0,0,1
"8977",10,2,1,0,1,1
"8978",10,2,1,0,1,1
"8979",8,5,1,0,1,1
"8980",6,1,0,0,1,0
"8981",6,4,0,0,0,0
"8982",8,1,1,0,1,1
"8983",9,2,1,0,1,1
"8984",8,3,1,0,0,0
"8985",8,3,0,0,1,0
"8986",7,2,1,0,1,0
"8987",9,3,1,0,1,0
"8988",9,2,1,0,1,1
"8989",10,4,1,0,0,0
"8990",9,2,1,0,1,1
"8991",7,1,0,0,1,0
"8992",7,1,0,0,1,1
"8993",5,5,1,0,1,1
"8994",10,2,1,0,1,1
"8995",7,5,0,0,0,0
"8996",5,2,0,0,1,0
"8997",8,1,1,0,1,1
"8998",9,2,1,0,1,0
"8999",3,1,0,0,1,0
"9000",9,2,1,0,1,1
"9001",9,1,1,0,1,1
"9002",8,3,1,0,1,1
"9003",8,1,1,0,1,0
"9004",8,2,1,1,1,1
"9005",10,2,1,0,1,1
"9006",9,2,1,0,1,1
"9007",4,3,1,0,1,1
"9008",9,2,1,0,1,0
"9009",10,2,1,0,1,1
"9010",8,2,1,1,1,1
"9011",8,4,0,0,0,1
"9012",10,2,1,0,1,1
"9013",8,2,1,0,1,1
"9014",10,1,1,0,1,1
"9015",8,2,1,0,1,1
"9016",8,1,0,0,1,0
"9017",8,4,1,0,1,1
"9018",10,2,0,0,1,0
"9019",10,2,1,0,1,0
"9020",9,2,1,0,1,1
"9021",10,1,1,0,1,1
"9022",10,1,0,0,1,0
"9023",9,3,1,0,1,1
"9024",5,1,0,0,1,0
"9025",8,3,0,0,0,0
"9026",7,2,1,0,1,1
"9027",7,1,0,0,1,0
"9028",10,5,1,0,0,1
"9029",9,3,1,0,0,1
"9030",6,2,0,0,1,1
"9031",5,2,1,0,1,1
"9032",9,1,1,0,1,1
"9033",8,2,0,0,1,1
"9034",8,1,1,0,1,0
"9035",8,3,1,0,1,1
"9036",7,1,1,0,1,1
"9037",7,4,1,0,0,1
"9038",10,2,1,0,1,1
"9039",8,2,1,0,1,1
"9040",5,1,1,0,1,0
"9041",10,2,1,0,1,1
"9042",6,2,0,0,1,1
"9043",8,2,1,0,1,1
"9044",7,1,1,0,1,0
"9045",9,2,1,0,1,1
"9046",8,1,1,0,1,0
"9047",9,2,1,0,1,1
"9048",10,2,0,1,1,0
"9049",5,1,1,0,1,0
"9050",8,3,1,0,0,0
"9051",8,1,1,0,1,1
"9052",10,2,1,0,1,1
"9053",7,2,1,0,1,1
"9054",6,2,1,0,1,0
"9055",10,5,1,0,0,1
"9056",8,4,1,0,1,1
"9057",0,1,0,0,1,0
"9058",9,5,1,0,0,1
"9059",2,3,1,0,1,0
"9060",8,2,1,0,1,1
"9061",5,1,0,0,1,0
"9062",8,3,1,0,0,1
"9063",10,1,0,0,1,1
"9064",7,1,1,0,1,1
"9065",7,2,1,1,1,0
"9066",10,3,1,0,1,1
"9067",9,2,1,0,1,1
"9068",10,2,0,0,1,0
"9069",8,2,1,1,1,0
"9070",2,1,1,0,1,1
"9071",8,2,1,1,1,1
"9072",8,4,1,0,1,1
"9073",7,2,1,0,1,1
"9074",8,2,1,1,1,1
"9075",8,3,1,0,1,1
"9076",8,2,1,0,1,1
"9077",9,4,1,0,0,1
"9078",4,1,1,0,1,1
"9079",9,1,0,0,1,0
"9080",7,3,1,0,1,0
"9081",10,2,1,0,1,1
"9082",9,4,0,0,0,1
"9083",8,1,1,0,1,1
"9084",8,2,1,0,1,1
"9085",8,1,1,0,1,0
"9086",10,3,1,0,1,1
"9087",5,1,1,0,1,0
"9088",7,4,0,0,1,0
"9089",10,3,1,0,0,0
"9090",7,1,0,0,1,0
"9091",8,1,0,0,1,1
"9092",8,2,1,0,1,0
"9093",8,2,1,0,1,1
"9094",8,2,0,1,1,0
"9095",7,5,1,0,0,1
"9096",8,2,1,1,1,1
"9097",10,4,1,0,0,1
"9098",7,1,1,0,1,1
"9099",8,3,1,0,0,0
"9100",10,2,1,0,1,1
"9101",8,2,1,0,1,1
"9102",7,4,1,0,0,0
"9103",7,5,1,0,0,1
"9104",8,1,1,0,1,1
"9105",8,2,1,0,1,1
"9106",7,2,1,0,1,1
"9107",7,2,1,0,1,1
"9108",8,1,0,0,1,0
"9109",9,2,1,0,1,0
"9110",7,1,0,0,1,0
"9111",8,1,1,0,1,0
"9112",8,2,1,1,1,1
"9113",5,2,1,0,1,1
"9114",9,4,1,1,0,1
"9115",10,4,1,0,0,0
"9116",8,1,0,0,1,0
"9117",10,3,1,0,1,1
"9118",8,1,0,0,1,0
"9119",10,4,1,0,0,1
"9120",10,4,1,1,0,1
"9121",8,1,1,0,1,1
"9122",9,5,0,0,1,0
"9123",10,3,1,0,1,1
"9124",6,2,1,0,1,0
"9125",9,2,1,0,0,1
"9126",10,1,0,0,1,1
"9127",10,1,1,0,1,1
"9128",8,4,1,0,0,0
"9129",7,1,1,0,1,1
"9130",9,1,0,0,1,0
"9131",10,2,1,0,1,1
"9132",9,2,0,1,1,0
"9133",7,3,1,0,1,0
"9134",8,3,0,0,1,0
"9135",10,2,1,0,1,1
"9136",9,1,1,0,1,1
"9137",4,1,0,0,1,0
"9138",8,1,0,0,1,1
"9139",5,1,0,0,1,0
"9140",10,6,1,0,0,1
"9141",9,1,0,0,1,0
"9142",9,1,1,0,1,1
"9143",9,5,1,0,0,1
"9144",10,4,1,0,0,1
"9145",10,4,1,0,0,1
"9146",10,2,1,1,1,1
"9147",8,1,0,0,1,0
"9148",10,1,0,0,1,1
"9149",9,4,1,0,0,1
"9150",8,2,1,0,1,1
"9151",8,1,0,0,1,0
"9152",10,2,0,0,1,1
"9153",10,4,1,1,0,0
"9154",9,1,0,0,1,0
"9155",7,3,1,0,1,1
"9156",7,4,1,0,1,1
"9157",6,1,1,0,1,1
"9158",10,4,1,0,0,0
"9159",10,3,1,0,1,1
"9160",7,3,1,0,1,0
"9161",10,2,1,0,1,1
"9162",6,5,1,0,0,1
"9163",7,1,0,0,1,1
"9164",9,4,0,0,0,NA
"9165",7,6,1,0,0,1
"9166",9,2,1,0,1,1
"9167",5,2,1,0,1,0
"9168",8,2,1,0,1,1
"9169",7,3,1,0,0,1
"9170",9,2,1,0,1,1
"9171",10,4,0,0,0,0
"9172",7,2,0,0,1,0
"9173",9,3,1,0,1,1
"9174",8,1,0,0,1,0
"9175",9,1,1,0,1,1
"9176",8,1,0,0,1,0
"9177",5,1,0,0,1,0
"9178",8,1,0,0,1,0
"9179",7,1,1,0,1,1
"9180",7,3,1,0,1,0
"9181",7,2,1,1,1,0
"9182",10,4,1,0,0,1
"9183",8,2,1,0,1,1
"9184",8,1,1,0,1,1
"9185",9,5,1,0,0,1
"9186",5,2,0,0,1,1
"9187",9,3,1,0,0,1
"9188",10,3,1,0,1,1
"9189",10,4,1,0,1,1
"9190",3,4,1,0,0,1
"9191",10,2,0,0,1,0
"9192",10,4,0,0,0,1
"9193",7,2,1,1,1,1
"9194",9,1,0,0,1,0
"9195",9,2,1,0,1,1
"9196",10,2,1,0,1,1
"9197",10,3,1,1,1,1
"9198",6,2,0,1,1,0
"9199",10,1,0,0,1,0
"9200",8,4,1,0,1,1
"9201",9,2,0,0,1,0
"9202",6,1,1,0,1,1
"9203",8,1,1,0,1,0
"9204",8,4,0,0,0,0
"9205",8,3,1,0,1,0
"9206",8,6,1,0,0,1
"9207",4,1,0,0,1,1
"9208",10,1,0,0,1,0
"9209",9,4,1,0,0,1
"9210",7,1,1,0,1,0
"9211",10,4,1,1,0,1
"9212",8,1,1,0,1,1
"9213",8,3,1,0,0,1
"9214",7,3,0,0,1,0
"9215",9,4,1,0,0,1
"9216",8,2,1,0,1,1
"9217",9,2,1,0,1,0
"9218",8,2,1,0,1,1
"9219",7,1,0,0,1,0
"9220",9,2,1,0,1,0
"9221",7,2,1,0,1,1
"9222",10,1,1,0,1,1
"9223",9,3,1,0,1,1
"9224",8,1,1,0,1,0
"9225",9,2,0,0,1,0
"9226",8,3,1,0,1,1
"9227",10,1,1,0,1,1
"9228",7,1,1,0,1,0
"9229",9,1,0,0,1,0
"9230",7,3,1,1,0,1
"9231",10,1,1,0,1,1
"9232",9,1,0,0,1,1
"9233",7,1,0,0,1,0
"9234",7,1,0,0,1,0
"9235",9,4,1,0,0,1
"9236",10,2,1,0,1,1
"9237",8,1,0,0,1,0
"9238",9,2,1,0,1,0
"9239",7,2,1,0,1,1
"9240",9,3,1,1,1,1
"9241",7,1,0,0,1,0
"9242",7,2,1,0,1,1
"9243",4,1,0,0,1,0
"9244",8,2,1,1,1,0
"9245",9,4,1,1,0,1
"9246",7,2,1,0,1,1
"9247",7,1,0,0,1,0
"9248",8,1,1,0,1,0
"9249",9,4,0,0,0,1
"9250",7,1,0,0,1,0
"9251",0,1,1,0,1,1
"9252",6,2,0,0,1,1
"9253",9,3,1,0,1,1
"9254",8,2,1,0,1,1
"9255",7,1,1,0,1,0
"9256",6,1,0,0,1,0
"9257",0,1,0,0,1,0
"9258",8,3,1,0,0,0
"9259",8,3,1,0,0,0
"9260",6,5,1,0,0,1
"9261",4,4,1,0,0,1
"9262",7,2,1,0,1,0
"9263",8,4,1,0,1,0
"9264",7,2,1,0,1,1
"9265",9,1,1,0,1,0
"9266",8,1,1,0,1,1
"9267",8,3,1,0,1,1
"9268",10,2,1,0,1,1
"9269",5,2,1,0,1,1
"9270",10,6,1,0,0,1
"9271",7,4,1,0,0,1
"9272",8,1,1,0,1,1
"9273",4,1,0,0,1,0
"9274",9,2,1,0,1,0
"9275",7,2,1,0,1,1
"9276",7,1,0,0,1,0
"9277",8,2,1,0,1,1
"9278",10,4,1,0,0,1
"9279",8,3,0,0,0,1
"9280",10,3,1,0,1,1
"9281",9,2,1,0,1,1
"9282",10,2,1,0,1,1
"9283",8,2,0,0,1,0
"9284",10,2,1,0,1,1
"9285",9,4,0,0,1,0
"9286",9,2,1,0,1,0
"9287",8,3,0,0,1,0
"9288",10,1,1,0,1,0
"9289",8,2,0,0,1,1
"9290",10,1,1,0,1,0
"9291",7,1,1,0,1,0
"9292",7,4,1,0,0,1
"9293",9,3,1,0,1,1
"9294",8,3,1,1,0,1
"9295",10,2,1,0,1,1
"9296",9,1,1,0,1,1
"9297",10,2,1,0,1,1
"9298",9,3,0,0,0,0
"9299",8,2,1,0,1,1
"9300",6,4,1,0,0,0
"9301",8,1,0,0,1,0
"9302",8,1,1,0,1,1
"9303",9,3,1,0,1,1
"9304",8,3,1,0,1,0
"9305",7,4,1,0,1,0
"9306",8,4,0,0,1,0
"9307",6,2,1,1,1,1
"9308",7,3,1,1,0,1
"9309",9,2,1,1,1,1
"9310",10,4,1,0,0,1
"9311",8,1,1,0,1,0
"9312",8,2,1,0,1,1
"9313",8,3,1,0,1,1
"9314",9,4,1,0,1,1
"9315",6,1,1,0,1,0
"9316",8,1,0,0,1,0
"9317",8,4,1,1,0,0
"9318",7,4,0,0,0,0
"9319",8,2,1,1,1,0
"9320",5,1,0,0,1,1
"9321",7,1,0,0,1,0
"9322",8,2,1,0,1,1
"9323",8,1,0,0,1,0
"9324",10,1,0,0,1,0
"9325",10,2,1,0,1,1
"9326",7,2,1,0,1,0
"9327",6,3,1,0,1,1
"9328",6,1,0,0,1,0
"9329",7,4,1,1,0,1
"9330",10,3,1,0,1,1
"9331",7,2,0,0,1,1
"9332",10,4,1,0,1,1
"9333",8,2,1,0,1,1
"9334",8,3,1,0,1,1
"9335",7,3,1,0,0,1
"9336",8,4,1,0,0,1
"9337",10,4,1,0,1,1
"9338",10,6,0,0,0,1
"9339",8,3,0,0,1,1
"9340",8,1,1,0,1,0
"9341",10,2,1,0,1,1
"9342",9,1,0,0,1,0
"9343",10,1,1,0,1,1
"9344",8,1,1,0,1,0
"9345",10,1,0,0,1,0
"9346",10,1,1,0,1,1
"9347",9,2,1,0,1,1
"9348",10,2,1,0,1,0
"9349",10,4,1,0,0,1
"9350",8,1,1,0,1,0
"9351",7,2,0,0,1,0
"9352",8,5,1,0,0,1
"9353",10,2,1,0,1,1
"9354",8,2,1,0,1,0
"9355",7,1,1,0,1,1
"9356",10,1,1,0,1,1
"9357",5,2,1,0,1,1
"9358",0,1,0,0,1,0
"9359",8,5,1,0,1,1
"9360",10,2,1,1,1,1
"9361",9,2,1,0,1,1
"9362",4,2,0,1,1,1
"9363",10,2,1,0,1,1
"9364",10,2,1,0,1,0
"9365",9,4,1,0,1,0
"9366",9,4,1,0,0,1
"9367",9,5,1,0,0,1
"9368",7,1,1,0,1,1
"9369",9,1,1,0,1,0
"9370",7,1,0,0,1,1
"9371",9,2,1,0,1,0
"9372",9,1,1,0,1,0
"9373",9,2,1,0,1,1
"9374",3,2,1,0,1,1
"9375",10,1,1,0,1,0
"9376",10,2,1,0,1,1
"9377",10,2,1,0,1,1
"9378",7,3,1,0,0,1
"9379",7,2,0,0,1,0
"9380",8,2,1,0,1,1
"9381",8,1,1,0,1,0
"9382",9,1,1,0,1,0
"9383",4,3,1,0,0,1
"9384",5,3,0,0,1,0
"9385",8,2,1,0,1,1
"9386",8,2,1,1,1,1
"9387",8,4,1,0,1,1
"9388",3,1,1,0,1,1
"9389",8,2,1,0,1,1
"9390",9,2,1,0,0,0
"9391",9,4,1,1,0,1
"9392",8,2,0,0,1,0
"9393",9,2,1,0,1,1
"9394",10,1,1,0,1,1
"9395",6,1,1,0,1,0
"9396",9,2,1,0,1,0
"9397",5,4,0,0,0,0
"9398",4,2,1,0,1,1
"9399",7,1,0,0,1,1
"9400",9,3,0,0,0,1
"9401",9,1,0,0,1,0
"9402",5,1,1,0,1,1
"9403",8,5,1,0,0,1
"9404",10,1,1,0,1,1
"9405",8,1,1,0,1,0
"9406",8,4,0,0,1,0
"9407",10,1,1,0,1,1
"9408",7,2,1,0,1,1
"9409",8,2,1,0,1,1
"9410",8,3,1,0,1,1
"9411",8,5,1,1,0,0
"9412",7,5,1,0,0,1
"9413",7,4,1,0,0,0
"9414",9,3,1,1,0,0
"9415",5,1,1,0,1,1
"9416",3,3,0,0,1,0
"9417",9,2,1,0,1,0
"9418",7,1,0,0,1,1
"9419",9,6,1,0,0,1
"9420",8,4,0,0,1,0
"9421",9,3,1,0,1,NA
"9422",5,2,0,0,1,0
"9423",10,4,1,0,1,0
"9424",8,1,0,0,1,0
"9425",9,2,1,1,1,0
"9426",8,2,0,0,1,0
"9427",7,2,1,0,1,1
"9428",10,2,1,0,0,0
"9429",10,2,1,0,1,1
"9430",5,4,1,0,0,1
"9431",9,2,0,0,1,1
"9432",7,2,0,0,1,0
"9433",10,3,1,0,0,1
"9434",8,2,1,0,1,1
"9435",9,1,1,0,1,1
"9436",8,3,1,0,0,1
"9437",6,2,1,0,1,0
"9438",5,1,0,0,1,0
"9439",10,1,0,0,1,0
"9440",8,1,1,0,1,0
"9441",9,1,1,0,1,1
"9442",9,2,0,0,1,0
"9443",9,5,0,0,0,0
"9444",10,1,0,0,1,NA
"9445",9,1,1,0,1,0
"9446",8,1,1,0,1,1
"9447",3,5,1,1,0,1
"9448",5,3,0,0,0,0
"9449",8,3,0,0,0,0
"9450",8,2,1,1,1,1
"9451",7,1,1,0,1,1
"9452",7,2,1,0,1,1
"9453",9,2,1,0,1,1
"9454",8,2,1,0,1,1
"9455",9,2,1,0,1,1
"9456",9,1,1,0,1,1
"9457",10,3,1,0,0,1
"9458",10,1,1,0,1,1
"9459",7,4,1,0,0,1
"9460",10,1,0,0,1,0
"9461",9,2,1,1,1,1
"9462",9,2,1,0,1,1
"9463",10,1,0,0,1,0
"9464",9,6,1,0,0,1
"9465",10,2,0,0,1,0
"9466",7,3,0,0,0,0
"9467",10,2,1,0,1,1
"9468",9,3,1,0,0,1
"9469",10,2,1,0,1,0
"9470",10,2,1,0,1,1
"9471",8,4,1,1,0,1
"9472",8,3,0,0,0,0
"9473",6,3,1,0,1,0
"9474",9,1,0,0,1,0
"9475",10,3,0,0,1,1
"9476",7,2,1,0,1,0
"9477",8,2,1,0,1,1
"9478",7,4,1,0,1,0
"9479",7,4,1,0,1,1
"9480",9,3,1,0,0,0
"9481",7,3,1,0,1,1
"9482",8,1,1,0,1,0
"9483",8,1,1,0,1,0
"9484",10,4,1,1,0,1
"9485",8,5,0,0,0,NA
"9486",9,1,0,0,1,0
"9487",10,2,1,0,1,1
"9488",10,2,1,0,1,1
"9489",7,2,1,0,1,1
"9490",6,2,1,0,1,1
"9491",7,1,1,0,1,1
"9492",8,3,1,0,0,1
"9493",10,4,1,1,0,0
"9494",7,2,1,0,1,1
"9495",8,1,1,0,1,1
"9496",9,2,1,0,1,1
"9497",10,2,1,1,1,0
"9498",8,2,0,0,1,0
"9499",10,2,1,0,1,1
"9500",9,4,1,0,1,1
"9501",10,4,1,0,1,1
"9502",5,2,1,1,1,0
"9503",8,2,1,1,1,0
"9504",6,1,1,0,1,0
"9505",10,3,1,0,0,1
"9506",7,5,1,0,0,1
"9507",9,2,1,1,1,1
"9508",5,2,0,0,1,0
"9509",9,2,1,0,1,1
"9510",6,5,1,0,0,1
"9511",7,4,0,0,1,0
"9512",7,2,0,0,1,0
"9513",6,3,0,0,1,1
"9514",7,1,0,0,1,0
"9515",10,4,1,0,1,1
"9516",10,2,1,0,1,1
"9517",9,2,1,0,1,1
"9518",10,1,1,0,1,1
"9519",10,2,1,0,1,0
"9520",6,1,0,0,1,1
"9521",9,5,1,1,0,1
"9522",9,1,1,0,1,0
"9523",7,3,0,0,0,1
"9524",8,2,1,0,1,1
"9525",8,1,1,0,1,0
"9526",6,2,1,0,1,1
"9527",8,2,1,0,1,1
"9528",9,1,0,0,1,0
"9529",6,1,1,0,1,1
"9530",7,1,1,0,1,1
"9531",9,2,0,0,1,0
"9532",8,3,1,1,1,1
"9533",8,1,0,0,1,0
"9534",6,1,1,0,1,1
"9535",8,2,1,1,1,1
"9536",10,6,1,0,0,1
"9537",9,1,0,0,1,0
"9538",9,2,1,0,1,1
"9539",9,1,1,0,1,0
"9540",9,2,1,0,1,1
"9541",10,1,0,0,1,0
"9542",6,4,1,0,1,1
"9543",10,4,1,0,1,0
"9544",5,3,1,0,1,1
"9545",7,2,1,0,1,1
"9546",8,4,1,1,0,1
"9547",8,2,0,1,1,0
"9548",10,2,1,0,1,1
"9549",7,1,1,0,1,1
"9550",10,2,1,0,1,1
"9551",10,1,1,0,1,1
"9552",10,1,0,0,1,0
"9553",10,2,1,0,1,0
"9554",7,1,1,0,1,1
"9555",5,2,1,0,1,1
"9556",8,4,1,0,0,0
"9557",9,1,1,0,1,1
"9558",10,2,1,0,1,1
"9559",5,2,1,0,0,1
"9560",8,2,1,0,1,0
"9561",8,1,0,0,1,1
"9562",10,4,1,0,0,1
"9563",7,2,0,0,1,0
"9564",7,2,1,0,1,1
"9565",7,3,1,0,1,0
"9566",6,2,0,0,0,0
"9567",8,3,1,1,0,1
"9568",10,1,0,0,1,0
"9569",8,3,1,1,0,1
"9570",7,3,1,0,1,1
"9571",6,1,1,0,1,0
"9572",10,2,1,0,1,1
"9573",5,1,1,0,1,0
"9574",5,3,1,0,1,1
"9575",9,2,0,0,1,0
"9576",10,4,1,0,0,0
"9577",9,1,1,0,1,0
"9578",3,3,1,0,1,1
"9579",10,4,1,0,0,1
"9580",8,2,0,1,1,0
"9581",7,3,1,0,1,0
"9582",10,2,1,0,1,1
"9583",9,2,1,0,1,0
"9584",4,3,1,0,1,1
"9585",10,4,0,0,0,1
"9586",8,2,1,0,1,1
"9587",9,1,1,0,1,1
"9588",8,2,1,0,1,1
"9589",10,2,1,0,1,1
"9590",8,5,1,0,0,1
"9591",9,2,0,0,1,0
"9592",8,3,0,0,0,1
"9593",8,5,1,0,1,1
"9594",3,1,0,0,1,0
"9595",8,2,1,0,1,0
"9596",7,6,0,0,0,1
"9597",8,1,1,0,1,0
"9598",7,4,1,0,0,1
"9599",9,1,1,0,1,1
"9600",10,3,1,1,1,1
"9601",8,2,1,0,1,1
"9602",9,2,1,0,1,1
"9603",10,3,0,0,1,0
"9604",9,1,0,0,1,0
"9605",10,1,0,0,1,0
"9606",6,2,1,0,1,1
"9607",10,3,1,0,1,1
"9608",6,3,1,0,0,1
"9609",7,2,1,0,1,1
"9610",8,3,1,0,0,1
"9611",10,2,1,0,1,0
"9612",8,2,1,0,1,1
"9613",5,4,1,0,0,1
"9614",7,3,0,0,1,0
"9615",8,1,1,0,1,0
"9616",9,2,1,0,1,1
"9617",10,3,1,0,1,0
"9618",9,4,1,0,1,1
"9619",10,3,1,0,1,1
"9620",8,4,1,0,1,1
"9621",8,2,1,0,0,1
"9622",10,2,1,0,1,1
"9623",8,1,1,0,1,1
"9624",10,2,1,0,1,1
"9625",10,1,1,0,1,1
"9626",10,4,0,0,0,0
"9627",7,1,0,0,1,0
"9628",3,1,0,0,1,0
"9629",7,3,1,1,1,1
"9630",9,1,1,0,1,1
"9631",3,3,0,0,1,0
"9632",9,3,1,1,0,0
"9633",10,3,1,0,1,1
"9634",8,2,1,0,1,1
"9635",8,1,0,0,1,0
"9636",8,2,1,0,1,1
"9637",5,1,0,0,1,0
"9638",10,2,1,0,1,1
"9639",8,5,1,0,0,1
"9640",7,1,1,0,1,0
"9641",10,3,0,0,1,1
"9642",6,1,1,0,1,0
"9643",10,3,0,0,0,0
"9644",8,5,1,1,0,0
"9645",7,1,0,0,1,0
"9646",6,2,0,0,0,0
"9647",8,2,1,0,1,1
"9648",7,1,1,0,1,0
"9649",10,2,1,0,1,1
"9650",10,1,0,0,1,0
"9651",7,3,1,0,1,1
"9652",5,1,0,0,1,0
"9653",9,4,1,0,0,1
"9654",9,3,1,0,0,1
"9655",8,2,0,0,1,0
"9656",7,3,0,0,1,1
"9657",7,2,0,0,1,0
"9658",9,4,1,0,0,1
"9659",8,3,1,0,1,1
"9660",10,6,1,1,0,1
"9661",7,4,1,1,1,1
"9662",6,2,1,0,1,1
"9663",8,4,1,0,0,1
"9664",6,1,0,0,1,0
"9665",5,3,1,0,1,0
"9666",10,2,0,0,1,1
"9667",3,1,0,0,1,0
"9668",8,1,0,0,1,0
"9669",8,3,1,1,0,1
"9670",10,2,1,0,1,0
"9671",9,3,1,0,0,1
"9672",7,1,0,0,1,0
"9673",9,5,1,0,0,1
"9674",9,1,1,0,1,1
"9675",8,3,0,0,0,0
"9676",8,1,0,0,1,0
"9677",2,2,0,0,1,1
"9678",9,1,0,0,1,0
"9679",10,1,1,0,1,1
"9680",9,2,1,0,1,1
"9681",10,4,0,0,1,0
"9682",9,1,1,0,1,1
"9683",9,1,0,0,1,0
"9684",8,2,1,1,1,0
"9685",9,2,1,0,1,0
"9686",7,1,0,0,1,0
"9687",5,2,1,0,1,1
"9688",8,2,1,0,1,0
"9689",10,2,1,0,1,1
"9690",9,1,1,0,1,1
"9691",9,2,1,0,1,1
"9692",10,2,1,0,1,0
"9693",8,1,1,0,1,0
"9694",8,1,1,0,1,1
"9695",8,5,1,1,0,1
"9696",7,4,1,0,0,0
"9697",8,4,1,1,0,1
"9698",5,1,1,0,1,0
"9699",5,6,0,0,0,0
"9700",9,3,1,0,1,1
"9701",10,1,0,0,1,0
"9702",8,2,1,0,1,0
"9703",9,2,1,0,1,1
"9704",8,5,1,0,0,1
"9705",10,1,1,0,1,1
"9706",8,2,1,0,1,1
"9707",9,1,1,0,1,0
"9708",8,6,0,0,0,1
"9709",7,3,1,0,0,1
