"","life_satisfaction","household_size","house_owned","live_with_partner","no_child","house"
"6233",10,2,1,0,1,1
"6234",5,2,1,0,1,1
"6235",8,1,0,0,1,0
"6236",9,1,1,0,1,0
"6237",7,4,1,0,0,1
"6238",10,2,1,0,1,1
"6239",8,5,1,0,0,1
"6240",8,2,1,0,1,0
"6241",10,2,0,0,1,0
"6242",2,1,1,0,1,0
"6243",8,2,1,0,1,1
"6244",9,1,0,0,1,0
"6245",10,3,1,0,1,1
"6246",10,3,1,0,1,0
"6247",8,2,1,0,1,1
"6248",10,3,1,0,1,1
"6249",7,2,0,1,1,0
"6250",7,2,1,0,1,0
"6251",8,2,1,0,1,1
"6252",8,3,1,0,0,1
"6253",3,2,0,0,1,1
"6254",8,2,1,0,1,0
"6255",10,3,1,0,1,1
"6256",8,1,1,0,1,1
"6257",6,4,1,0,0,1
"6258",8,2,1,0,1,1
"6259",8,5,1,0,1,1
"6260",10,2,1,0,1,1
"6261",7,4,1,1,0,1
"6262",6,2,1,0,1,1
"6263",10,2,0,0,1,0
"6264",8,1,1,0,1,0
"6265",9,2,1,1,1,0
"6266",6,1,0,0,1,1
"6267",5,3,1,0,1,1
"6268",9,2,1,0,1,1
"6269",9,2,1,0,1,1
"6270",8,5,1,0,0,1
"6271",9,2,1,0,1,1
"6272",9,4,1,0,0,1
"6273",7,2,1,0,1,1
"6274",10,3,1,1,0,1
"6275",9,3,0,0,1,0
"6276",7,1,0,0,1,0
"6277",10,1,1,0,1,1
"6278",8,4,1,0,1,1
"6279",10,4,1,0,0,1
"6280",8,4,0,0,1,1
"6281",6,3,1,0,0,1
"6282",7,4,0,0,0,0
"6283",7,3,0,0,1,0
"6284",10,1,1,0,1,0
"6285",9,6,1,0,0,1
"6286",9,1,1,0,1,1
"6287",7,4,1,0,1,0
"6288",5,2,1,0,1,1
"6289",9,2,1,0,1,1
"6290",7,4,0,1,0,1
"6291",5,1,0,0,1,0
"6292",10,2,1,0,1,0
"6293",9,2,1,0,1,1
"6294",5,1,0,0,1,0
"6295",7,2,0,0,1,0
"6296",7,4,1,0,1,1
"6297",8,2,0,0,0,1
"6298",10,2,1,0,1,1
"6299",9,3,1,1,0,1
"6300",0,1,1,0,1,1
"6301",8,2,1,1,1,1
"6302",8,1,1,0,1,1
"6303",8,3,1,0,0,1
"6304",8,2,1,0,1,1
"6305",10,5,1,0,0,1
"6306",8,3,1,0,0,1
"6307",9,4,1,0,0,1
"6308",8,2,1,1,1,1
"6309",9,2,1,1,1,1
"6310",8,3,1,0,1,1
"6311",10,2,1,0,1,1
"6312",7,4,1,0,1,1
"6313",7,4,1,0,1,1
"6314",5,1,1,0,1,0
"6315",9,3,1,0,0,1
"6316",8,4,0,0,0,0
"6317",7,2,1,0,1,1
"6318",5,1,1,0,1,1
"6319",8,1,1,0,1,1
"6320",9,4,1,0,1,1
"6321",7,2,1,0,1,1
"6322",8,2,1,0,1,1
"6323",7,2,1,0,1,1
"6324",7,5,0,1,0,1
"6325",8,2,1,0,1,1
"6326",9,4,1,0,1,1
"6327",8,1,0,0,1,0
"6328",8,2,1,0,1,1
"6329",10,2,1,0,1,1
"6330",8,4,1,0,0,0
"6331",9,3,1,0,1,1
"6332",9,5,1,0,1,1
"6333",10,2,1,0,1,1
"6334",4,2,0,0,1,0
"6335",6,1,0,0,1,0
"6336",8,1,1,0,1,0
"6337",7,2,0,0,0,0
"6338",8,2,0,0,0,1
"6339",7,1,0,0,1,0
"6340",8,2,0,0,1,0
"6341",7,3,0,0,0,0
"6342",8,1,0,0,1,0
"6343",9,2,0,0,1,0
"6344",9,4,1,0,0,1
"6345",5,3,1,0,1,0
"6346",8,1,0,0,1,0
"6347",7,5,1,1,0,0
"6348",7,2,1,0,1,0
"6349",8,1,0,0,1,0
"6350",10,4,0,0,0,1
"6351",8,1,0,0,1,0
"6352",10,3,1,0,0,1
"6353",5,2,0,0,0,0
"6354",7,1,1,0,1,1
"6355",10,4,1,0,0,1
"6356",6,4,1,0,0,0
"6357",9,2,1,1,1,1
"6358",7,3,1,0,0,1
"6359",7,1,1,0,1,0
"6360",7,1,0,0,1,0
"6361",8,2,1,0,1,1
"6362",10,3,1,0,0,1
"6363",2,2,1,0,1,1
"6364",9,1,1,0,1,1
"6365",7,2,0,0,1,0
"6366",10,2,1,0,1,1
"6367",8,2,1,0,1,1
"6368",8,4,1,1,0,0
"6369",6,2,0,0,1,0
"6370",9,3,1,0,0,1
"6371",7,2,0,0,0,0
"6372",10,1,0,0,1,0
"6373",8,2,1,0,1,1
"6374",8,2,0,0,1,0
"6375",9,2,1,0,1,1
"6376",8,1,1,0,1,0
"6377",8,2,1,0,1,1
"6378",8,4,1,1,1,1
"6379",9,2,1,1,1,1
"6380",9,2,1,0,1,1
"6381",4,1,1,0,1,1
"6382",8,2,1,0,1,1
"6383",10,2,1,0,1,1
"6384",6,1,1,0,1,1
"6385",10,2,0,0,1,0
"6386",9,2,1,0,1,1
"6387",7,1,0,0,1,0
"6388",7,1,0,0,1,0
"6389",9,4,1,0,1,1
"6390",7,2,1,1,1,1
"6391",8,6,1,0,0,1
"6392",8,1,1,0,1,1
"6393",8,2,1,1,1,1
"6394",8,5,1,0,0,1
"6395",8,2,1,0,1,1
"6396",10,4,1,1,0,1
"6397",6,1,0,0,1,0
"6398",7,1,1,0,1,1
"6399",10,3,1,0,1,1
"6400",9,4,1,0,0,1
"6401",8,2,1,1,1,1
"6402",8,2,1,1,1,1
"6403",7,4,1,0,1,0
"6404",5,4,1,0,1,0
"6405",10,1,1,0,1,1
"6406",8,4,1,0,1,0
"6407",8,3,1,0,1,1
"6408",6,2,0,0,1,0
"6409",8,2,1,0,1,1
"6410",9,5,1,0,0,1
"6411",8,2,0,0,1,0
"6412",7,4,1,0,1,1
"6413",8,2,1,0,1,1
"6414",7,5,1,0,0,1
"6415",9,3,1,0,1,1
"6416",8,1,0,0,1,0
"6417",8,4,0,0,0,0
"6418",10,1,0,0,1,0
"6419",8,1,1,0,1,1
"6420",8,2,1,0,1,1
"6421",10,1,0,0,1,0
"6422",1,2,1,1,1,0
"6423",7,3,0,0,1,0
"6424",7,2,1,1,1,0
"6425",8,4,1,1,0,1
"6426",8,2,1,0,1,1
"6427",5,3,1,0,1,0
"6428",7,5,1,0,1,1
"6429",6,1,0,0,1,0
"6430",5,1,0,0,1,0
"6431",8,2,1,1,1,1
"6432",8,1,1,0,1,0
"6433",9,2,1,1,1,1
"6434",7,2,1,0,1,0
"6435",8,2,0,0,1,1
"6436",9,1,1,0,1,1
"6437",9,2,0,0,1,0
"6438",8,2,1,0,1,1
"6439",9,1,0,0,1,0
"6440",7,3,1,1,0,0
"6441",9,6,1,0,0,1
"6442",8,2,0,0,1,0
"6443",8,3,0,0,0,0
"6444",9,3,1,0,1,0
"6445",8,4,1,0,1,1
"6446",5,2,1,1,1,0
"6447",3,2,0,1,1,0
"6448",6,4,1,0,0,1
"6449",9,1,1,0,1,1
"6450",7,4,1,0,0,1
"6451",8,6,1,0,0,0
"6452",10,2,1,0,1,1
"6453",8,5,1,0,1,1
"6454",9,2,1,1,1,1
"6455",10,2,1,0,1,1
"6456",10,1,1,0,1,1
"6457",8,3,1,0,1,1
"6458",8,2,1,1,1,0
"6459",9,2,1,0,1,1
"6460",10,1,1,0,1,0
"6461",8,5,1,1,0,1
"6462",7,3,1,0,1,1
"6463",10,3,0,0,0,0
"6464",10,2,1,1,1,1
"6465",10,5,0,0,0,NA
"6466",7,3,1,0,0,1
"6467",9,2,1,0,1,1
"6468",7,4,1,0,1,1
"6469",10,1,0,0,1,0
"6470",7,2,1,0,1,1
"6471",10,3,1,1,0,1
"6472",9,5,1,1,0,1
"6473",10,2,1,0,1,1
"6474",7,2,0,1,1,0
"6475",9,1,1,0,1,1
"6476",5,2,1,0,0,1
"6477",8,2,1,1,1,1
"6478",8,2,1,1,1,1
"6479",8,4,1,0,1,1
"6480",8,3,1,0,0,1
"6481",8,3,0,0,0,0
"6482",9,2,1,0,1,1
"6483",9,2,0,1,1,0
"6484",10,2,1,1,1,0
"6485",8,2,1,0,1,1
"6486",8,4,1,0,0,1
"6487",8,2,0,0,1,1
"6488",8,2,1,0,1,1
"6489",8,5,1,0,0,1
"6490",7,2,1,0,1,1
"6491",8,4,0,0,1,0
"6492",6,1,0,0,1,0
"6493",3,2,0,0,1,0
"6494",7,3,1,0,1,1
"6495",7,1,1,0,1,1
"6496",8,1,0,0,1,0
"6497",8,2,1,0,1,1
"6498",10,1,0,0,1,0
"6499",10,2,1,0,1,1
"6500",7,3,1,0,0,1
"6501",10,4,0,0,1,0
"6502",8,2,1,0,1,1
"6503",8,1,0,0,1,0
"6504",9,1,0,0,1,0
"6505",9,1,1,0,1,0
"6506",8,4,1,0,0,1
"6507",6,2,1,0,1,0
"6508",7,2,0,0,1,1
"6509",7,1,0,0,1,0
"6510",8,1,0,0,1,0
"6511",6,2,0,0,1,1
"6512",8,3,1,0,1,1
"6513",8,2,0,1,1,0
"6514",8,3,1,0,0,0
"6515",10,2,1,0,1,0
"6516",8,2,1,0,0,1
"6517",7,4,1,0,1,1
"6518",10,1,1,0,1,1
"6519",10,1,0,0,1,0
"6520",9,2,1,0,1,1
"6521",9,2,1,0,1,1
"6522",9,3,1,0,0,0
"6523",10,4,1,0,1,1
"6524",10,5,1,0,0,1
"6525",5,3,1,0,1,1
"6526",5,2,0,0,1,0
"6527",8,1,1,0,1,1
"6528",5,2,1,0,1,0
"6529",8,4,0,0,0,NA
"6530",7,2,1,0,1,1
"6531",7,2,1,0,1,0
"6532",4,3,0,0,1,0
"6533",9,2,1,0,1,1
"6534",10,3,0,0,1,1
"6535",8,1,0,0,1,0
"6536",8,2,1,0,1,0
"6537",9,3,1,0,1,1
"6538",5,1,0,0,1,0
"6539",8,2,0,0,1,0
"6540",9,2,1,0,1,1
"6541",7,2,1,0,1,1
"6542",6,1,1,0,1,1
"6543",9,3,1,0,1,1
"6544",8,2,1,0,1,1
"6545",10,1,1,0,1,0
"6546",10,1,0,0,1,0
"6547",8,5,1,0,0,1
"6548",10,1,1,0,1,1
"6549",8,2,0,0,1,0
"6550",5,2,1,0,0,1
"6551",6,2,0,0,1,0
"6552",6,2,1,0,1,1
"6553",8,2,1,0,1,1
"6554",8,5,1,0,0,1
"6555",8,4,1,0,1,1
"6556",10,5,1,0,0,1
"6557",8,2,0,0,1,0
"6558",7,2,0,0,0,0
"6559",10,5,1,0,0,1
"6560",9,3,1,0,0,1
"6561",8,4,1,0,1,1
"6562",7,2,1,0,1,1
"6563",10,2,1,0,1,1
"6564",9,3,0,0,0,1
"6565",7,3,1,0,1,1
"6566",7,1,1,0,1,1
"6567",7,6,0,0,0,0
"6568",10,4,1,0,0,1
"6569",10,2,1,0,1,1
"6570",9,4,1,0,0,1
"6571",7,2,1,0,1,1
"6572",7,2,1,0,1,1
"6573",8,5,1,1,1,1
"6574",9,3,1,0,1,1
"6575",7,1,0,0,1,0
"6576",8,1,1,0,1,1
"6577",8,1,1,0,1,0
"6578",10,4,1,0,0,1
"6579",9,2,1,0,1,0
"6580",7,2,0,0,1,0
"6581",7,3,1,0,0,0
"6582",9,2,1,0,1,1
"6583",7,4,0,0,0,NA
"6584",8,4,1,0,1,1
"6585",8,5,1,0,0,0
"6586",9,3,0,1,0,0
"6587",9,2,0,1,1,0
"6588",10,2,1,0,1,1
"6589",10,3,1,0,1,1
"6590",8,6,1,1,0,1
"6591",7,4,1,0,0,1
"6592",7,2,1,1,1,1
"6593",7,1,1,0,1,1
"6594",10,3,1,0,0,1
"6595",7,5,1,0,0,1
"6596",2,1,0,0,1,1
"6597",8,2,1,0,1,1
"6598",7,2,0,0,1,0
"6599",10,5,1,0,0,1
"6600",10,3,0,0,0,1
"6601",9,4,1,0,0,1
"6602",8,1,1,0,1,0
"6603",8,5,1,0,0,1
"6604",8,2,1,0,1,1
"6605",8,2,1,0,1,1
"6606",10,1,0,0,1,0
"6607",6,4,1,0,1,1
"6608",8,2,1,0,1,1
"6609",7,4,1,1,0,1
"6610",10,2,1,0,1,1
"6611",9,2,1,0,1,1
"6612",7,2,1,0,1,0
"6613",9,1,0,0,1,0
"6614",9,3,1,0,0,1
"6615",9,1,0,0,1,0
"6616",8,1,0,0,1,0
"6617",5,1,0,0,1,0
"6618",10,1,0,0,1,0
"6619",9,2,1,0,1,0
"6620",7,1,1,0,1,0
"6621",8,3,1,0,1,1
"6622",9,1,1,0,1,0
"6623",8,2,0,0,0,0
"6624",8,3,0,0,1,0
"6625",10,2,1,0,1,1
"6626",8,1,0,0,1,0
"6627",7,2,0,0,1,0
"6628",8,5,1,0,1,1
"6629",8,6,1,0,0,1
"6630",5,5,1,1,0,1
"6631",10,1,1,0,1,0
"6632",8,2,1,0,1,1
"6633",10,2,1,0,1,1
"6634",3,1,1,0,1,0
"6635",7,3,0,0,1,1
"6636",10,1,1,0,1,1
"6637",10,2,1,1,1,1
"6638",10,2,1,0,1,1
"6639",8,2,1,0,1,1
"6640",7,3,1,0,1,1
"6641",6,1,0,0,1,0
"6642",5,5,1,0,1,1
"6643",8,4,1,0,0,1
"6644",8,4,0,0,1,0
"6645",4,3,0,0,1,1
"6646",10,4,0,0,1,0
"6647",8,1,1,0,1,1
"6648",7,4,1,0,1,1
"6649",7,4,1,0,1,1
"6650",9,4,1,0,0,1
"6651",8,2,1,1,1,0
"6652",9,1,0,0,1,1
"6653",10,1,0,0,1,0
"6654",8,2,1,1,1,1
"6655",8,2,1,0,1,1
"6656",10,2,1,0,1,1
"6657",8,1,1,0,1,1
"6658",10,2,1,0,1,1
"6659",10,1,1,0,1,1
"6660",10,2,0,0,1,1
"6661",5,4,1,0,0,1
"6662",10,2,1,0,1,0
"6663",8,2,1,0,1,1
"6664",9,1,0,0,1,0
"6665",10,1,0,0,1,0
"6666",6,1,1,0,1,1
"6667",8,5,1,0,0,1
"6668",10,4,1,0,0,0
"6669",8,1,1,0,1,1
"6670",10,3,1,0,0,1
"6671",8,3,1,0,0,1
"6672",9,3,1,0,1,1
"6673",8,1,1,0,1,0
"6674",10,1,1,0,1,1
"6675",9,2,1,0,1,1
"6676",9,4,1,0,1,1
"6677",10,3,1,0,0,1
"6678",8,4,0,0,1,0
"6679",7,2,0,0,0,0
"6680",7,3,1,0,0,1
"6681",7,1,1,0,1,0
"6682",9,2,1,0,1,1
"6683",9,3,1,0,1,1
"6684",5,1,0,0,1,1
"6685",5,2,0,0,1,1
"6686",8,2,1,0,1,1
"6687",10,2,1,0,1,1
"6688",8,2,1,0,1,0
"6689",10,1,0,0,1,1
"6690",9,2,1,0,1,0
"6691",9,1,1,0,1,0
"6692",4,4,1,0,1,1
"6693",8,1,0,0,1,0
"6694",7,1,1,0,1,1
"6695",8,3,1,0,0,1
"6696",8,1,1,0,1,1
"6697",9,4,0,0,0,0
"6698",8,1,0,0,1,0
"6699",9,6,0,1,1,0
"6700",9,2,1,0,1,0
"6701",7,6,1,0,0,1
"6702",9,2,1,1,1,0
"6703",7,3,1,0,1,1
"6704",8,3,1,0,0,1
"6705",10,4,1,1,0,1
"6706",9,1,1,0,1,0
"6707",10,1,1,0,1,1
"6708",10,1,1,0,1,0
"6709",6,1,1,0,1,1
"6710",9,2,1,0,1,1
"6711",6,2,1,1,1,1
"6712",9,1,1,0,1,1
"6713",8,1,1,0,1,1
"6714",10,1,1,0,1,1
"6715",9,2,1,1,1,1
"6716",10,3,0,0,0,0
"6717",8,4,1,0,0,0
"6718",10,1,1,0,1,0
"6719",2,1,0,0,1,NA
"6720",9,2,1,0,1,1
"6721",7,3,1,1,0,0
"6722",10,4,1,0,0,0
"6723",10,1,1,0,1,1
"6724",9,2,1,0,1,1
"6725",7,1,0,0,1,0
"6726",9,4,1,0,0,1
"6727",8,1,0,0,1,0
"6728",10,1,0,0,1,0
"6729",8,2,1,0,1,1
"6730",7,2,1,0,1,0
"6731",9,4,1,1,1,0
"6732",7,1,1,0,1,1
"6733",7,2,1,0,1,1
"6734",8,6,1,0,0,1
"6735",8,2,1,0,1,1
"6736",9,2,1,1,1,1
"6737",9,2,1,0,1,1
"6738",9,2,1,0,1,1
"6739",10,2,0,0,1,0
"6740",8,2,1,0,1,0
"6741",7,1,1,0,1,1
"6742",8,1,0,0,1,0
"6743",7,1,1,0,1,1
"6744",8,3,0,0,1,1
"6745",6,4,1,0,0,1
"6746",9,2,1,0,1,1
"6747",9,3,1,0,1,1
"6748",8,5,0,0,0,1
"6749",7,4,1,0,0,1
"6750",8,1,0,0,1,0
"6751",8,2,1,0,1,1
"6752",10,2,1,0,1,1
"6753",8,5,1,0,0,1
"6754",5,2,1,0,1,1
"6755",9,1,0,0,1,0
"6756",8,3,0,0,0,0
"6757",7,3,0,0,1,NA
"6758",6,2,1,0,1,1
"6759",8,1,0,0,1,0
"6760",10,2,1,0,1,1
"6761",5,2,1,0,1,1
"6762",6,1,1,0,1,1
"6763",9,3,1,0,1,1
"6764",8,1,1,0,1,1
"6765",9,2,1,1,1,1
"6766",9,2,1,0,1,1
"6767",8,2,1,1,1,1
"6768",7,2,1,0,1,1
"6769",9,2,1,0,1,1
"6770",8,3,1,1,0,1
"6771",10,4,1,0,0,1
"6772",7,2,0,0,1,0
"6773",10,2,1,1,1,1
"6774",8,3,1,0,1,1
"6775",10,2,1,0,1,1
"6776",7,2,1,0,1,1
"6777",9,1,1,0,1,0
"6778",7,2,1,0,1,0
"6779",6,1,0,0,1,0
"6780",8,2,0,0,1,1
"6781",9,4,1,0,1,1
"6782",10,3,1,0,1,1
"6783",9,2,1,0,1,1
"6784",8,3,1,1,0,1
"6785",8,4,1,0,0,0
"6786",8,2,1,1,1,0
"6787",7,4,1,0,1,1
"6788",7,2,1,1,1,0
"6789",6,2,1,1,1,1
"6790",8,2,1,0,1,1
"6791",8,1,1,0,1,1
"6792",6,1,0,0,1,0
"6793",7,2,1,0,1,1
"6794",10,4,1,0,0,1
"6795",8,3,0,0,0,1
"6796",7,2,0,1,1,0
"6797",8,1,0,0,1,0
"6798",7,1,0,0,1,0
"6799",6,1,0,0,1,0
"6800",8,4,0,0,0,0
"6801",8,2,1,0,1,1
"6802",7,3,1,0,1,1
"6803",4,1,0,0,1,0
"6804",10,2,1,0,1,1
"6805",10,1,1,0,1,0
"6806",10,1,1,0,1,1
"6807",10,4,1,0,0,1
"6808",10,3,1,0,1,1
"6809",7,2,0,1,1,0
"6810",10,5,0,0,0,0
"6811",8,3,1,0,0,1
"6812",8,4,1,0,1,1
"6813",7,3,1,0,1,0
"6814",9,5,0,0,0,1
"6815",9,1,0,0,1,0
"6816",10,1,0,0,1,0
"6817",10,2,1,0,1,1
"6818",6,1,1,0,1,1
"6819",7,1,1,0,1,0
"6820",7,1,0,0,1,0
"6821",10,1,1,0,1,1
"6822",7,5,1,0,0,1
"6823",9,1,0,0,1,0
"6824",8,3,0,0,0,0
"6825",8,2,1,1,1,0
"6826",8,4,1,0,1,0
"6827",8,1,0,0,1,0
"6828",7,3,1,0,0,1
"6829",8,1,1,0,1,1
"6830",7,2,1,0,1,1
"6831",9,3,1,1,0,1
"6832",8,1,0,0,1,0
"6833",5,2,1,0,1,1
"6834",9,1,1,0,1,1
"6835",8,2,1,0,1,1
"6836",7,1,0,0,1,0
"6837",7,2,1,1,1,1
"6838",8,4,1,0,0,1
"6839",7,1,1,0,1,0
"6840",10,4,1,0,0,1
"6841",5,1,0,0,1,0
"6842",9,2,1,1,1,0
"6843",10,4,1,0,0,1
"6844",7,2,1,1,1,1
"6845",5,3,0,0,1,0
"6846",8,1,1,0,1,0
"6847",7,6,1,0,0,0
"6848",8,2,1,0,1,1
"6849",8,3,1,0,1,0
"6850",10,1,1,0,1,1
"6851",8,4,1,0,1,1
"6852",7,3,1,0,1,1
"6853",5,5,0,0,0,NA
"6854",8,2,1,0,1,1
"6855",9,1,1,0,1,0
"6856",8,2,1,0,1,1
"6857",8,2,1,0,1,1
"6858",9,4,1,0,0,0
"6859",5,1,0,0,1,1
"6860",7,4,0,0,0,0
"6861",8,2,1,0,1,1
"6862",8,1,1,0,1,0
"6863",10,1,1,0,1,1
"6864",7,2,0,0,1,0
"6865",10,1,0,0,1,0
"6866",8,2,0,0,1,0
"6867",10,2,1,0,1,0
"6868",10,2,1,0,1,0
"6869",8,3,1,0,0,1
"6870",10,2,1,0,1,1
"6871",8,4,1,1,1,1
"6872",7,6,1,0,0,1
"6873",8,3,0,0,1,0
"6874",7,4,1,0,0,0
"6875",9,4,1,0,0,1
"6876",9,6,1,0,1,1
"6877",10,2,1,0,1,1
"6878",10,4,0,0,1,1
"6879",8,3,1,0,1,1
"6880",9,3,1,1,0,1
"6881",9,4,1,1,0,0
"6882",8,1,1,0,1,1
"6883",6,1,1,0,1,0
"6884",8,2,1,0,1,1
"6885",9,4,1,0,0,1
"6886",7,2,0,1,1,0
"6887",9,2,1,0,1,1
"6888",8,3,1,0,1,1
"6889",5,3,0,0,0,0
"6890",9,2,1,0,1,1
"6891",10,2,0,0,1,0
"6892",7,2,0,1,1,NA
"6893",7,1,1,0,1,1
"6894",9,2,0,0,1,1
"6895",8,4,1,1,0,1
"6896",7,2,1,0,1,1
"6897",8,4,1,0,0,0
"6898",8,1,1,0,1,1
"6899",8,2,1,0,1,1
"6900",6,2,1,0,1,1
"6901",7,4,1,0,0,1
"6902",9,4,0,0,1,1
"6903",3,2,0,0,1,0
"6904",8,4,1,0,1,1
"6905",8,1,1,0,1,1
"6906",7,2,1,0,1,1
"6907",7,2,0,0,0,0
"6908",8,2,0,0,1,0
"6909",5,3,0,0,0,0
"6910",8,3,1,0,1,0
"6911",9,2,1,0,1,1
"6912",10,6,1,0,0,0
"6913",6,3,1,0,0,0
"6914",10,2,1,0,1,1
"6915",8,2,1,1,1,0
"6916",7,2,1,0,1,1
"6917",10,1,1,0,1,0
"6918",9,2,1,1,1,1
"6919",5,1,0,0,1,0
"6920",7,2,0,0,1,0
"6921",10,6,1,1,0,1
"6922",7,2,0,0,1,0
"6923",10,2,1,0,1,1
"6924",8,4,0,0,1,0
"6925",8,1,1,0,1,0
"6926",9,3,1,1,1,1
"6927",8,4,1,0,0,1
"6928",8,4,1,0,1,1
"6929",8,4,1,0,0,1
"6930",10,2,1,0,1,1
"6931",10,2,0,0,1,1
"6932",8,6,1,1,0,1
"6933",8,3,1,0,1,1
"6934",7,4,1,0,0,0
"6935",10,3,1,0,1,1
"6936",7,1,1,0,1,1
"6937",9,1,1,0,1,1
"6938",8,2,0,1,1,0
"6939",10,2,1,0,1,1
"6940",10,1,1,0,1,0
"6941",8,1,1,0,1,0
"6942",5,2,0,0,1,0
"6943",8,3,1,0,1,1
"6944",9,1,1,0,1,1
"6945",6,1,1,0,1,1
"6946",9,3,1,0,1,1
"6947",8,2,1,0,1,1
"6948",10,2,1,0,1,1
"6949",8,1,1,0,1,0
"6950",10,3,1,0,1,1
"6951",5,1,0,0,1,0
"6952",9,2,1,0,0,1
"6953",8,1,0,0,1,1
"6954",7,1,0,0,1,1
"6955",9,2,1,0,1,1
"6956",7,2,0,0,1,1
"6957",10,1,1,0,1,1
"6958",7,1,1,0,1,1
"6959",5,2,0,0,1,1
"6960",9,4,1,0,0,1
"6961",4,3,1,0,1,1
"6962",10,1,1,0,1,0
"6963",7,1,1,0,1,0
"6964",5,2,0,0,1,1
"6965",6,2,0,0,1,0
"6966",10,1,0,0,1,0
"6967",10,2,1,0,1,1
"6968",8,3,1,0,1,1
"6969",9,2,1,0,1,1
"6970",10,2,1,0,1,1
"6971",9,2,1,0,1,0
"6972",10,1,0,0,1,0
"6973",8,1,1,0,1,1
"6974",8,1,1,0,1,0
"6975",10,1,0,0,1,0
"6976",10,1,1,0,1,1
"6977",10,2,1,0,1,1
"6978",5,2,1,0,1,0
"6979",5,1,0,0,1,0
"6980",10,6,1,0,0,0
"6981",8,3,1,0,1,1
"6982",10,2,1,0,1,1
"6983",10,2,1,0,1,1
"6984",8,1,1,0,1,0
"6985",7,5,1,0,0,1
"6986",8,1,1,0,1,1
"6987",8,2,1,1,1,1
"6988",10,2,0,0,1,0
"6989",8,2,1,0,1,1
"6990",9,3,1,0,1,1
"6991",10,2,1,0,1,1
"6992",9,2,0,0,1,0
"6993",10,1,0,0,1,0
"6994",8,2,1,0,1,1
"6995",8,1,1,0,1,1
"6996",10,5,1,0,1,1
"6997",9,2,1,0,1,1
"6998",9,2,1,0,1,1
"6999",9,2,1,0,1,1
"7000",9,2,1,0,1,1
"7001",9,2,1,0,1,0
"7002",9,5,1,0,0,1
"7003",9,2,1,0,1,1
"7004",8,2,0,1,1,0
"7005",5,2,1,1,1,1
"7006",7,2,1,0,1,1
"7007",5,2,1,0,1,0
"7008",10,2,1,0,1,1
"7009",8,3,0,0,0,0
"7010",10,1,0,0,1,1
"7011",8,1,1,0,1,0
"7012",10,2,1,0,1,0
"7013",10,4,1,0,1,1
"7014",8,4,1,0,1,1
"7015",8,3,1,0,0,1
"7016",7,5,1,1,0,1
"7017",10,2,1,0,1,1
"7018",9,1,1,0,1,0
"7019",7,4,1,0,0,1
"7020",7,3,1,0,0,0
"7021",8,4,1,0,0,1
"7022",8,6,1,0,0,1
"7023",7,2,0,1,1,0
"7024",7,1,1,0,1,1
"7025",9,2,1,0,1,1
"7026",7,1,0,0,1,1
"7027",10,1,1,0,1,1
"7028",9,1,1,0,1,0
"7029",10,1,0,0,1,0
"7030",7,1,1,0,1,0
"7031",7,4,1,0,1,1
"7032",8,1,1,0,1,1
"7033",6,3,0,0,0,0
"7034",8,1,1,0,1,1
"7035",5,2,1,0,1,0
"7036",9,2,1,0,1,1
"7037",9,1,1,0,1,1
"7038",8,4,1,0,0,1
"7039",10,1,1,0,1,1
"7040",8,2,1,0,1,1
"7041",5,1,0,0,1,0
"7042",8,2,1,1,1,1
"7043",7,1,0,0,1,0
"7044",10,1,1,0,1,1
"7045",10,1,1,0,1,1
"7046",9,2,1,0,1,1
"7047",8,1,0,0,1,0
"7048",2,1,0,0,1,0
"7049",8,1,1,0,1,1
"7050",9,2,1,0,1,1
"7051",10,2,1,0,1,1
"7052",10,2,1,0,1,1
"7053",4,3,1,0,1,1
"7054",9,4,1,0,0,1
"7055",5,6,0,0,0,0
"7056",7,3,0,0,1,1
"7057",10,4,1,0,0,1
"7058",7,1,1,0,1,0
"7059",8,2,1,0,1,1
"7060",10,1,0,0,1,0
"7061",9,4,1,0,1,1
"7062",8,3,1,0,0,0
"7063",9,2,1,0,1,1
"7064",7,2,1,0,1,1
"7065",9,2,0,0,1,0
"7066",10,2,1,0,1,1
"7067",7,1,0,0,1,0
"7068",10,1,1,0,1,1
"7069",8,1,1,0,1,1
"7070",8,3,0,0,0,0
"7071",8,1,1,0,1,1
"7072",7,1,1,0,1,1
"7073",10,5,1,0,0,1
"7074",10,1,1,0,1,1
"7075",7,2,0,0,0,0
"7076",10,2,1,0,1,1
"7077",9,2,1,0,1,1
"7078",8,3,1,0,0,1
"7079",8,3,1,0,1,1
"7080",8,1,0,0,1,0
"7081",8,3,1,0,1,1
"7082",8,3,0,1,1,0
"7083",10,4,1,0,0,1
"7084",10,2,1,0,1,1
"7085",10,2,1,0,1,1
"7086",8,1,1,0,1,1
"7087",8,3,1,0,0,0
"7088",10,2,1,0,1,1
"7089",9,4,1,0,1,0
"7090",9,4,1,1,0,1
"7091",10,1,1,0,1,1
"7092",7,1,0,0,1,0
"7093",6,2,1,0,1,1
"7094",7,1,1,0,1,0
"7095",6,6,1,1,0,1
"7096",10,1,1,0,1,1
"7097",10,2,1,0,1,1
"7098",8,1,0,0,1,1
"7099",8,1,0,0,1,0
"7100",9,5,1,0,0,1
"7101",10,4,1,0,0,1
"7102",5,3,1,0,1,0
"7103",8,2,1,0,1,1
"7104",10,2,1,0,1,1
